name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,cloudcover,visibility,solarradiation,solarenergy,severerisk,soilmoisture04,soilmoisture10,windspeed50,conditions,description,icon,stations,source,windspeed,uvindex,soilmoisture01
india,2021-06-02,96.8,74.7,85.9,99.5,74.7,87.4,66.8,58.0,0.0,0,0.0,,59.6,1.9,283.6,24.5,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,8.0,0.8
india,2021-06-03,100.4,78.8,89.2,109.1,78.8,93.8,68.3,52.0,0.0,0,0.0,,35.4,2.0,285.1,24.8,,,3.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,9.0,0.8
india,2021-06-04,101.5,73.4,87.8,108.2,73.4,92.9,70.6,60.9,0.205,100,8.33,rain,68.8,2.0,301.9,26.3,,,3.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,18.0,9.0,0.8
india,2021-06-05,99.0,77.0,86.3,107.8,77.0,89.7,70.2,61.3,0.019,100,4.17,rain,55.0,2.0,285.1,24.7,,,3.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,12.5,9.0,0.8
india,2021-06-06,99.3,78.0,88.8,107.1,78.0,94.3,70.9,58.3,0.0,0,0.0,,44.4,2.2,292.1,25.4,,,3.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,9.0,0.7
india,2021-06-07,103.0,82.1,93.2,110.1,84.6,98.8,68.8,47.4,0.0,0,0.0,,26.1,2.1,281.7,24.5,,,3.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,9.0,0.7
india,2021-06-08,105.9,86.0,96.4,113.3,88.4,103.2,69.5,43.8,0.0,0,0.0,,34.9,2.1,308.7,26.7,,,3.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,15.9,9.0,0.7
india,2021-06-09,106.7,87.8,98.3,117.3,91.4,106.4,69.9,40.8,0.0,0,0.0,,29.3,2.0,291.9,25.4,,,3.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,9.0,0.7
india,2021-06-10,101.9,82.3,93.5,119.8,91.8,107.9,77.0,60.0,0.045,100,4.17,rain,47.9,1.9,255.8,22.1,,,3.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,8.0,0.7
india,2021-06-11,100.4,75.2,88.8,120.1,75.2,98.3,75.1,66.5,0.238,100,4.17,rain,58.0,2.0,253.3,21.8,,,3.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,8.0,0.7
india,2021-06-12,95.6,77.0,88.2,110.5,77.0,99.5,75.9,67.7,0.024,100,4.17,rain,52.4,2.1,261.4,22.7,,,3.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,17.2,8.0,0.6
india,2021-06-13,94.1,78.8,85.0,106.3,78.8,92.5,74.2,70.8,0.005,100,4.17,rain,65.4,2.0,235.4,20.4,,,3.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,12.8,7.0,0.8
india,2021-06-14,100.0,81.5,90.2,110.3,88.3,98.8,73.4,61.5,0.0,0,0.0,,42.9,2.1,287.1,24.9,,,3.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,9.0,0.7
india,2021-06-15,100.2,82.4,89.4,112.5,88.2,97.9,73.4,60.5,0.0,0,0.0,,62.2,2.1,270.9,23.2,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,14.3,9.0,0.7
india,2021-06-16,90.8,80.6,85.6,103.0,84.6,94.2,74.6,70.0,0.001,100,4.17,rain,65.5,2.1,225.3,19.5,,,3.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,8.0,0.9
india,2021-06-17,96.3,82.4,88.4,105.6,89.3,98.8,75.7,67.8,0.0,0,0.0,,52.5,2.1,269.4,23.2,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,8.0,1.1
india,2021-06-18,96.5,80.6,87.3,108.6,86.6,97.7,76.2,70.8,0.0,0,0.0,,49.5,1.8,245.3,21.3,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,12.8,8.0,1.0
india,2021-06-19,94.1,81.1,86.6,107.5,86.9,95.8,75.4,70.3,0.0,0,0.0,,76.3,2.2,228.6,19.9,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,6.0,0.9
india,2021-06-20,93.2,80.2,84.9,105.3,86.0,94.4,76.8,77.7,0.014,100,4.17,rain,73.2,2.3,214.1,18.4,,,3.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.7,7.0,0.9
india,2021-06-21,98.6,80.6,89.8,109.8,87.6,100.5,76.1,66.8,0.0,0,0.0,,56.6,2.2,276.3,24.0,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,8.0,0.9
india,2021-06-22,104.0,84.6,94.4,109.3,94.2,102.4,70.8,49.8,0.0,0,0.0,,48.4,2.1,285.0,24.8,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,9.0,0.8
india,2021-06-23,104.2,85.5,95.1,111.6,89.4,100.0,67.4,42.6,0.0,0,0.0,,43.1,2.2,297.2,25.7,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,9.0,0.8
india,2021-06-24,100.4,85.5,90.0,117.3,90.4,101.6,75.2,63.4,0.0,0,0.0,,61.3,1.8,280.4,24.5,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,9.0,0.8
india,2021-06-25,102.2,80.6,90.1,110.1,85.3,95.0,69.2,53.0,0.032,100,4.17,rain,49.9,2.0,292.3,25.2,,,3.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,17.2,9.0,0.7
india,2021-06-26,100.4,80.6,88.5,108.7,86.1,95.3,72.0,60.3,0.169,100,8.33,rain,76.6,1.7,274.7,23.8,,,3.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.7,9.0,0.7
india,2021-06-27,102.2,83.1,92.5,115.3,89.6,102.1,73.2,55.5,0.0,0,0.0,,47.3,1.9,276.5,23.9,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,8.0,0.7
india,2021-06-28,102.8,85.0,94.1,113.4,96.0,104.6,73.8,54.2,0.0,0,0.0,,35.2,2.1,296.3,25.5,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,9.0,0.7
india,2021-06-29,107.6,85.1,97.3,111.8,96.4,105.7,70.5,46.7,0.0,0,0.0,,13.2,2.2,305.4,26.4,,,3.4,,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,15.0,9.0,0.6
india,2021-06-30,109.4,87.0,99.8,117.6,92.5,105.2,67.2,36.8,0.0,0,0.0,,21.9,2.1,299.1,25.9,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,17.2,9.0,0.6
india,2021-07-01,109.1,89.0,99.5,121.2,96.5,106.2,68.8,38.1,0.17,100,4.17,rain,19.2,2.3,268.9,23.0,,,3.4,,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,14.7,9.0,0.6
india,2021-07-02,105.8,80.6,93.3,116.6,87.1,100.4,70.7,51.0,0.786,100,8.33,rain,46.3,1.7,277.7,23.9,,,3.4,,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,20.3,9.0,0.6
india,2021-07-03,100.4,82.4,88.8,120.1,87.4,97.7,73.7,61.9,0.0,0,0.0,,88.5,2.0,264.1,22.8,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,9.0,0.6
india,2021-07-04,102.2,82.4,91.5,109.3,90.1,99.1,72.0,55.7,0.0,0,0.0,,50.9,2.0,283.2,24.5,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,12.8,9.0,0.6
india,2021-07-05,104.0,84.2,92.8,115.8,88.4,100.3,71.0,50.0,0.0,0,0.0,,54.1,2.2,279.1,24.1,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,8.0,0.6
india,2021-07-06,104.0,86.0,94.7,116.1,91.9,104.4,73.0,51.1,0.0,0,0.0,,41.6,2.2,249.7,21.6,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,9.2,9.0,0.6
india,2021-07-07,107.6,88.0,97.5,116.6,98.2,107.1,72.1,46.2,0.0,0,0.0,,30.8,2.4,279.0,24.2,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,9.0,0.6
india,2021-07-08,105.8,82.6,97.0,116.6,89.8,105.2,70.9,44.5,0.306,100,4.17,rain,46.4,2.2,253.0,21.8,,,3.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,8.0,0.6
india,2021-07-09,100.4,84.5,91.4,119.5,89.4,102.4,74.6,58.7,0.0,0,0.0,,60.1,2.2,262.1,22.6,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,13.9,8.0,0.6
india,2021-07-10,102.0,86.0,94.1,120.5,99.1,108.6,77.0,59.2,0.0,0,0.0,,39.9,2.1,255.5,22.1,,,3.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,8.0,0.6
india,2021-07-11,100.6,86.0,92.6,122.5,99.3,109.3,78.8,65.4,0.0,0,0.0,,58.2,2.1,231.9,20.2,,,3.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,8.0,0.6
india,2021-07-12,98.0,83.0,89.1,113.5,92.9,103.8,78.7,72.7,0.0,0,0.0,,83.0,1.7,214.4,18.6,,,3.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.9,7.0,0.7
india,2021-07-13,87.8,77.6,84.6,108.2,77.6,98.4,80.4,87.4,1.973,100,12.5,rain,87.4,1.6,146.6,13.0,,,3.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.6,7.0,0.7
india,2021-07-14,94.6,77.8,82.6,114.9,77.8,91.4,79.6,91.4,0.894,100,8.33,rain,87.0,1.9,154.9,13.4,,,3.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,17.2,6.0,0.9
india,2021-07-15,95.4,77.0,86.9,119.7,77.0,99.8,79.0,79.1,0.0,0,0.0,,50.7,2.0,223.5,19.3,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,7.0,1.0
india,2021-07-16,98.8,83.4,91.6,121.0,96.7,112.1,81.5,74.0,0.0,0,0.0,,45.1,2.0,252.5,21.8,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,8.0,0.9
india,2021-07-17,100.1,84.2,91.6,121.4,100.7,109.2,79.9,70.8,0.0,0,0.0,,59.7,2.1,241.4,20.9,,,3.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,8.0,0.9
india,2021-07-18,96.8,82.2,87.1,122.3,92.8,104.6,81.5,84.4,0.297,100,12.5,rain,87.6,1.8,154.8,13.5,,,3.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,6.0,0.9
india,2021-07-19,82.4,77.0,79.4,96.1,77.0,81.9,79.1,99.3,4.306,100,20.83,rain,94.4,1.2,13.9,1.2,,,3.7,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,0.0,1.6
india,2021-07-20,89.6,76.4,81.6,119.4,76.4,91.2,80.1,95.2,2.248,100,12.5,rain,92.0,1.2,146.0,12.5,,,4.5,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",obs,11.4,5.0,1.7
india,2021-07-21,93.2,77.0,85.1,115.7,77.0,97.9,79.9,85.3,0.0,0,0.0,,85.3,1.9,205.3,17.9,,,4.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,6.9,8.0,1.6
india,2021-07-22,91.9,80.6,85.0,110.9,88.1,97.6,79.2,83.6,0.0,0,0.0,,86.7,1.9,209.3,18.2,,,4.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,7.0,1.6
india,2021-07-23,93.2,81.3,86.9,117.1,90.0,103.4,80.7,82.3,0.0,0,0.0,,84.1,2.3,160.9,13.9,,,5.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.6
india,2021-07-24,96.1,83.0,88.7,125.6,95.1,108.7,82.0,81.7,0.007,100,4.17,rain,77.5,1.9,240.9,21.0,,,5.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,8.0,1.5
india,2021-07-25,98.2,82.4,90.4,122.3,92.4,109.4,81.0,75.0,0.0,0,0.0,,49.7,2.3,246.1,21.3,,,5.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,8.0,1.5
india,2021-07-26,91.0,86.0,87.6,111.8,101.9,106.5,81.7,83.0,0.0,0,0.0,,80.4,2.0,93.0,8.0,,,5.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,3.0,1.4
india,2021-07-27,86.0,80.6,83.3,104.7,89.3,97.3,81.6,94.6,4.16,100,20.83,rain,92.5,1.4,65.0,5.6,,,5.1,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,3.0,1.7
india,2021-07-28,82.1,78.8,80.1,93.9,78.8,85.5,79.1,96.8,0.349,100,16.67,rain,97.0,1.4,54.3,4.7,,,5.7,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,3.0,1.7
india,2021-07-29,89.9,78.8,82.9,115.7,78.8,94.4,80.4,92.5,5.909,100,8.33,rain,89.4,1.9,89.4,7.6,,,6.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,5.0,1.7
india,2021-07-30,89.4,78.8,81.8,109.1,78.8,91.5,80.1,94.8,1.536,100,8.33,rain,93.9,1.4,73.2,6.2,,,6.4,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,17.2,3.0,1.7
india,2021-07-31,93.5,78.8,85.7,117.1,78.8,100.4,80.6,85.4,0.0,0,0.0,,88.0,2.3,175.9,15.1,,,6.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,6.0,1.7
india,2021-08-01,89.2,75.2,83.2,115.7,75.2,95.8,80.7,92.5,1.565,100,12.5,rain,80.5,1.9,209.7,18.1,,,6.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.6
india,2021-08-02,89.6,80.6,83.8,111.5,88.1,97.7,81.0,91.5,0.098,100,8.33,rain,81.4,1.5,150.2,12.9,,,6.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,7.0,1.6
india,2021-08-03,92.3,80.6,85.9,110.9,89.3,100.2,80.1,83.7,0.003,100,4.17,rain,65.2,2.0,228.0,19.8,,,6.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,15.0,8.0,1.6
india,2021-08-04,93.2,81.9,87.1,111.4,90.7,101.4,79.3,78.5,0.0,0,0.0,,57.4,2.4,247.3,21.4,,,6.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,8.0,1.5
india,2021-08-05,94.7,80.6,87.2,115.7,88.1,103.0,80.2,80.5,0.0,0,0.0,,64.8,2.1,217.6,18.7,,,6.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,7.0,1.5
india,2021-08-06,96.3,82.4,88.1,114.2,92.4,103.9,80.0,78.1,0.0,0,0.0,,74.0,1.9,245.2,21.3,,,6.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,5.8,8.0,1.5
india,2021-08-07,90.0,82.4,85.1,111.4,90.8,100.2,80.8,87.3,0.173,100,8.33,rain,86.6,1.9,161.3,13.9,,,6.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,6.0,1.5
india,2021-08-08,90.1,80.2,82.7,111.4,87.3,94.0,80.1,91.8,0.486,100,4.17,rain,88.9,1.7,184.9,15.7,,,6.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,8.0,1.6
india,2021-08-09,91.9,78.8,84.3,115.2,78.8,96.9,80.5,89.2,0.0,0,0.0,,83.4,1.5,206.7,17.8,,,6.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,8.1,6.0,1.6
india,2021-08-10,96.2,78.8,87.7,119.7,78.8,101.5,79.0,76.8,0.0,0,0.0,,54.9,2.1,266.5,23.1,,,6.1,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,13.9,9.0,1.5
india,2021-08-11,95.9,82.4,88.2,110.3,92.1,100.7,77.6,72.4,0.0,0,0.0,,35.7,2.6,285.4,24.7,,,6.1,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,16.1,9.0,1.4
india,2021-08-12,96.0,82.9,89.6,112.8,90.3,102.7,77.2,67.6,0.0,0,0.0,,38.8,2.6,273.7,23.6,,,6.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,12.8,9.0,1.3
india,2021-08-13,96.6,82.4,89.8,119.7,90.8,103.4,77.4,67.8,0.0,0,0.0,,46.7,2.4,260.3,22.5,,,6.0,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,8.0,1.3
india,2021-08-14,97.1,82.4,89.6,111.4,89.5,101.5,76.3,66.0,0.0,0,0.0,,39.0,2.5,255.5,22.2,,,5.9,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.7,8.0,1.2
india,2021-08-15,97.8,84.2,89.8,109.8,92.5,100.5,75.4,63.7,0.0,0,0.0,,37.1,2.6,264.8,23.0,,,5.8,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,9.0,1.1
india,2021-08-16,98.6,84.2,91.1,112.1,93.8,104.7,77.3,65.5,0.0,0,0.0,,28.6,2.4,263.7,22.8,,,5.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.5,9.0,1.1
india,2021-08-17,99.8,86.0,91.6,117.7,99.4,108.4,79.2,68.2,0.0,0,0.0,,37.3,2.3,261.8,22.6,,,5.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,10.3,8.0,1.0
india,2021-08-18,99.7,84.2,91.3,112.8,98.1,105.5,77.5,65.9,0.0,0,0.0,,44.7,2.3,261.1,22.6,,,5.7,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,8.0,1.0
india,2021-08-19,96.8,85.5,90.1,113.5,99.0,105.7,78.9,70.9,0.0,0,0.0,,60.9,2.0,234.9,20.3,,,5.6,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,8.1,8.0,1.0
india,2021-08-20,87.8,78.8,82.1,108.2,78.8,90.7,79.3,91.6,0.367,100,8.33,rain,84.2,1.8,92.3,8.0,,,5.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,4.0,1.0
india,2021-08-21,87.8,77.0,81.4,115.7,77.0,90.2,79.8,95.3,5.178,100,20.83,rain,96.7,1.7,86.5,7.4,,,5.5,,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,11.4,4.0,1.3
india,2021-08-22,93.2,78.8,85.0,117.1,78.8,98.9,80.6,87.2,0.0,0,0.0,,76.3,1.9,156.4,13.4,,,5.5,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,6.0,1.4
india,2021-08-23,93.6,82.4,87.0,117.1,95.5,105.0,81.8,85.5,0.102,100,8.33,rain,70.1,2.0,208.5,18.0,,,5.5,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,6.9,7.0,1.3
india,2021-08-24,93.2,84.1,88.3,118.3,98.2,108.3,82.0,82.0,0.0,0,0.0,,72.4,2.1,122.1,10.3,,,5.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,6.0,1.4
india,2021-08-25,96.8,84.2,90.0,115.3,97.6,105.1,78.6,70.5,0.0,0,0.0,,54.0,2.2,259.5,22.3,,,5.4,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,17.5,9.0,1.3
india,2021-08-26,94.5,82.4,87.6,105.0,89.5,96.9,74.8,66.5,0.0,0,0.0,,40.8,2.4,246.2,21.4,,,5.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,13.5,9.0,1.3
india,2021-08-27,95.5,81.5,88.2,107.5,87.2,98.1,75.2,66.6,0.0,0,0.0,,42.2,2.4,225.1,19.2,,,5.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,11.4,8.0,1.2
india,2021-08-28,95.0,82.4,87.8,107.8,90.8,99.3,76.7,70.7,0.0,0,0.0,,63.5,2.2,195.6,16.9,,,5.3,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,7.0,1.1
india,2021-08-29,93.2,80.6,86.1,111.4,88.1,100.5,79.9,82.7,0.0,0,0.0,,65.3,2.1,194.2,16.7,,,5.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",obs,9.2,6.0,1.1
india,2021-08-30,91.4,78.7,85.0,114.3,78.7,97.3,79.3,83.7,0.0,0,0.0,,62.0,2.2,214.0,18.4,,,5.2,,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote",obs,9.2,8.0,1.1
india,2021-08-31,82.4,75.2,80.1,96.1,75.2,86.4,78.8,96.1,3.091,100,8.33,rain,86.8,1.7,178.7,15.6,,,5.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",obs,9.2,7.0,1.2
